Wall time,Step,Value
1730219892.8234332,500,0.6649823784828186
1730219909.717062,1000,0.6415307521820068
1730219922.3010268,1500,0.6648224592208862
1730219939.0100741,2000,0.6397737860679626
1730219951.1611738,2500,0.6512722373008728
1730219968.0927854,3000,0.6570910811424255
1730219980.6733196,3500,0.64707350730896
1730219997.4661512,4000,0.6636611223220825
1730220009.716167,4500,0.652005672454834
1730220026.3508,5000,0.6720766425132751
1730220038.359151,5500,0.6827507019042969
1730220054.8383367,6000,0.6818864345550537
1730220066.8449333,6500,0.6951927542686462
1730220083.2711306,7000,0.7151957750320435
1730220095.236489,7500,0.6982116103172302
1730220111.8955467,8000,0.7042219042778015
1730220123.9898977,8500,0.7008634209632874
1730220140.6817875,9000,0.6938831210136414
1730220152.4885068,9500,0.7182895541191101
1730220169.3395002,10000,0.7196017503738403
1730220181.342921,10500,0.7218469977378845
1730220197.9915166,11000,0.7405959367752075
1730220210.5439818,11500,0.7407113909721375
1730220227.1058123,12000,0.7378655076026917
1730220239.5540664,12500,0.7355015277862549
1730220256.4276643,13000,0.7292178273200989
1730220269.1269882,13500,0.7288256287574768
1730220285.5241377,14000,0.7242164015769958
1730220297.5198617,14500,0.7399551272392273
1730220314.3375304,15000,0.7408775687217712
1730220326.2275317,15500,0.7448279857635498
1730220342.9341848,16000,0.7394242286682129
1730220355.0915558,16500,0.7632721662521362
1730220371.6731987,17000,0.7377992272377014
1730220383.713881,17500,0.7482470273971558
1730220400.1794615,18000,0.7467426657676697
1730220412.1708648,18500,0.735834002494812
1730220428.6859863,19000,0.7517085075378418
1730220440.7635376,19500,0.7496083378791809
1730220457.2541914,20000,0.7434823513031006
1730220469.2743049,20500,0.7537771463394165
1730220485.7181993,21000,0.7528172731399536
1730220497.670363,21500,0.7550749182701111
1730220514.2716272,22000,0.7411757707595825
1730220526.2534127,22500,0.7415850162506104
1730220542.8240666,23000,0.7435712814331055
1730220554.7641764,23500,0.7368727922439575
1730220571.1993303,24000,0.7430958151817322
1730220583.1364508,24500,0.7502506971359253
1730220599.5839593,25000,0.7491648197174072
1730220611.505849,25500,0.7519787549972534
1730220627.886087,26000,0.7572422027587891
1730220639.734688,26500,0.7486053109169006
1730220656.1222975,27000,0.7266673445701599
1730220668.1305263,27500,0.755641758441925
1730220684.7545729,28000,0.7470191717147827
1730220696.7428186,28500,0.7388853430747986
1730220713.195071,29000,0.7398598194122314
1730220725.1356297,29500,0.750019907951355
1730220741.6057281,30000,0.7658876776695251
1730220753.540702,30500,0.7478412985801697
1730220770.0523176,31000,0.7590637803077698
1730220781.9688575,31500,0.7467021346092224
1730220798.5266266,32000,0.7443013787269592
1730220810.625634,32500,0.7576619386672974
1730220827.1436017,33000,0.764644205570221
1730220839.1748903,33500,0.7609543204307556
1730220855.8485022,34000,0.7631312012672424
1730220867.7996578,34500,0.7587884068489075
1730220884.2413952,35000,0.7514328360557556
1730220896.185444,35500,0.7365497350692749
1730220912.6480963,36000,0.763113260269165
1730220924.6014273,36500,0.7466686964035034
1730220941.094393,37000,0.7377052903175354
1730220953.1019368,37500,0.7449185252189636
1730220969.5570776,38000,0.7420124411582947
1730220981.472427,38500,0.7518365979194641
1730220997.93513,39000,0.7623998522758484
1730221010.1453462,39500,0.74467533826828
1730221026.6010492,40000,0.7519066333770752
1730221038.5807729,40500,0.7406784296035767
1730221055.056805,41000,0.7291603684425354
1730221067.0895512,41500,0.750161349773407
1730221083.639938,42000,0.7478811144828796
1730221095.498227,42500,0.7478736639022827
1730221111.9294014,43000,0.7517527341842651
1730221123.8280017,43500,0.7472645044326782
1730221140.1912115,44000,0.7455363869667053
1730221152.1421866,44500,0.7551066279411316
1730221168.8263543,45000,0.7391494512557983
1730221180.986554,45500,0.7598448991775513
1730221197.558334,46000,0.7455057501792908
1730221209.5673196,46500,0.7507938742637634
1730221226.0652509,47000,0.747814416885376
1730221238.0753906,47500,0.743830144405365
1730221254.6159632,48000,0.7543300986289978
1730221266.6248624,48500,0.736729085445404
1730221283.1413145,49000,0.7617751955986023
1730221295.1302972,49500,0.7566734552383423
1730221311.6129384,50000,0.7506322860717773
1730221323.5938554,50500,0.7649442553520203
1730221340.2907205,51000,0.7635159492492676
1730221352.289662,51500,0.759604275226593
1730221368.8310628,52000,0.7676160335540771
1730221380.788522,52500,0.7736040353775024
1730221397.2009609,53000,0.7570973038673401
1730221409.146566,53500,0.7389689087867737
1730221425.7216837,54000,0.7505022883415222
1730221437.739717,54500,0.7661012411117554
1730221454.1606047,55000,0.7482261657714844
1730221466.1017702,55500,0.7539017200469971
1730221482.541302,56000,0.7577118277549744
1730221494.4870715,56500,0.765336275100708
1730221511.125193,57000,0.745703399181366
1730221523.1375434,57500,0.7562347054481506
1730221539.603717,58000,0.7449793219566345
1730221551.5004377,58500,0.7469497323036194
1730221568.0048149,59000,0.7348653078079224
1730221579.9903283,59500,0.7711552381515503
1730221596.4584804,60000,0.7431532144546509
1730221608.393319,60500,0.7483971118927002
1730221624.779289,61000,0.7434324622154236
1730221636.748746,61500,0.7625153660774231
1730221653.1306798,62000,0.7612870335578918
1730221665.1131394,62500,0.7696950435638428
1730221681.7835996,63000,0.7468810677528381
1730221693.8282526,63500,0.7546256184577942
1730221710.331286,64000,0.7549759149551392
1730221722.3181098,64500,0.754984974861145
1730221738.7872477,65000,0.7535777688026428
1730221750.8021357,65500,0.7506146430969238
1730221767.35788,66000,0.7611571550369263
1730221779.356661,66500,0.7404758334159851
1730221795.7962523,67000,0.751658022403717
1730221807.7862632,67500,0.7605458498001099
1730221824.187398,68000,0.7719665169715881
1730221836.147892,68500,0.76417475938797
1730221852.7933016,69000,0.7585928440093994
1730221864.7892299,69500,0.7640805244445801
1730221881.1789076,70000,0.7530313730239868
1730221893.0527644,70500,0.7469496726989746
1730221909.461814,71000,0.7614327073097229
1730221921.430644,71500,0.7632197737693787
1730221937.8346083,72000,0.7688356637954712
1730221949.7263415,72500,0.7706178426742554
1730221966.1394002,73000,0.7522679567337036
1730221978.1084116,73500,0.7590447664260864
1730221994.5065928,74000,0.7516823410987854
1730222006.5344477,74500,0.7550452947616577
1730222023.2264051,75000,0.7656948566436768
1730222035.1688976,75500,0.7686367630958557
1730222051.5965142,76000,0.7606261968612671
1730222063.5227616,76500,0.7722405791282654
1730222079.9634717,77000,0.7502840161323547
1730222091.9049113,77500,0.7652283310890198
1730222108.295011,78000,0.7514329552650452
1730222120.2158322,78500,0.767166018486023
1730222136.6457112,79000,0.7698384523391724
1730222148.6034157,79500,0.772282063961029
1730222164.9969482,80000,0.7556591033935547
1730222176.9519093,80500,0.7499085664749146
1730222193.566154,81000,0.7585263252258301
1730222205.6116426,81500,0.7660338878631592
1730222222.052003,82000,0.7483745813369751
1730222234.0459294,82500,0.7650793194770813
1730222250.5009966,83000,0.7524560689926147
1730222262.561564,83500,0.7587841749191284
1730222279.0701125,84000,0.7631070613861084
1730222291.0572357,84500,0.7520773410797119
1730222307.5021844,85000,0.7637865543365479
1730222319.565476,85500,0.7615535855293274
1730222335.975186,86000,0.7628722786903381
1730222347.9057205,86500,0.7650555968284607
1730222364.5486174,87000,0.7439486384391785
1730222376.6248164,87500,0.7476022243499756
1730222393.1793628,88000,0.7663981318473816
1730222405.1944318,88500,0.7722282409667969
1730222421.6798017,89000,0.7570397257804871
1730222433.7081368,89500,0.7815002799034119
1730222450.1574922,90000,0.7727569937705994
1730222462.1491826,90500,0.7487120032310486
1730222478.6743512,91000,0.759950578212738
1730222490.665889,91500,0.7600781917572021
1730222507.2222533,92000,0.7481018304824829
1730222519.197138,92500,0.7531661987304688
1730222535.8747635,93000,0.772919237613678
1730222547.8820395,93500,0.7605921626091003
1730222564.3357975,94000,0.7770898938179016
1730222576.3262439,94500,0.7506036758422852
1730222592.797252,95000,0.7799675464630127
1730222604.8359644,95500,0.7631953358650208
1730222621.3783538,96000,0.753999650478363
1730222633.3482146,96500,0.7482646703720093
1730222649.813601,97000,0.7585543990135193
1730222661.8341413,97500,0.7503777146339417
1730222678.4277976,98000,0.7527675628662109
1730222690.4036567,98500,0.7582591772079468
1730222707.0834968,99000,0.7716737985610962
1730222719.0921133,99500,0.7619091272354126
1730222735.6080735,100000,0.7550598978996277
1730222747.6828172,100500,0.7644921541213989
1730222764.2520742,101000,0.7553868293762207
1730222776.2524774,101500,0.7643360495567322
1730222792.6856585,102000,0.7637805938720703
1730222804.5671034,102500,0.7624858021736145
1730222820.978969,103000,0.7519963979721069
1730222832.8981767,103500,0.7731750011444092
1730222849.2794778,104000,0.775097131729126
1730222861.4611952,104500,0.7519145607948303
1730222877.9486072,105000,0.7548213005065918
1730222889.9347053,105500,0.7487094402313232
1730222906.3951797,106000,0.7726387977600098
1730222918.7899048,106500,0.7835941910743713
1730222935.2405567,107000,0.7589933276176453
1730222947.131556,107500,0.7596977949142456
1730222963.5875669,108000,0.7365916967391968
1730222975.481562,108500,0.749954879283905
1730222991.9590144,109000,0.7658551931381226
1730223003.8237896,109500,0.7643670439720154
1730223020.4464064,110000,0.7522466778755188
1730223032.4719303,110500,0.762496292591095
1730223048.9412475,111000,0.7569591999053955
1730223060.8491623,111500,0.7510991096496582
1730223077.2885842,112000,0.7559136152267456
1730223089.19061,112500,0.7608073353767395
1730223105.72845,113000,0.7728712558746338
1730223117.7457027,113500,0.7721694707870483
1730223134.2630064,114000,0.7420743703842163
1730223146.2636428,114500,0.7597197890281677
1730223162.8364205,115000,0.7693878412246704
1730223174.8205242,115500,0.757753849029541
1730223191.4854715,116000,0.7657269239425659
1730223203.5378923,116500,0.759964108467102
1730223220.181995,117000,0.7520439624786377
1730223232.1750228,117500,0.7718967795372009
1730223248.687721,118000,0.7705149054527283
1730223260.6678889,118500,0.772074282169342
1730223277.0901947,119000,0.7565037608146667
1730223288.9613788,119500,0.7411991357803345
1730223305.328137,120000,0.7442010045051575
1730223317.1851141,120500,0.7545527815818787
1730223333.4619734,121000,0.7549630403518677
1730223345.3657663,121500,0.7554593086242676
1730223361.9848082,122000,0.7476540803909302
1730223374.0263488,122500,0.7648080587387085
1730223390.5184298,123000,0.7635675668716431
1730223402.4649408,123500,0.7588822841644287
1730223418.9280965,124000,0.7625909447669983
1730223430.9155307,124500,0.7598140239715576
1730223447.4500232,125000,0.7549704313278198
1730223459.4462483,125500,0.7569931149482727
1730223475.9806082,126000,0.7541689872741699
1730223487.9698327,126500,0.768297016620636
1730223504.513801,127000,0.7498728036880493
1730223516.4693418,127500,0.7458912134170532
1730223533.1953068,128000,0.7541460394859314
1730223545.1949973,128500,0.7490717172622681
1730223561.7197604,129000,0.7541549205780029
1730223573.7269788,129500,0.7846472263336182
1730223590.1908529,130000,0.76255863904953
1730223602.111225,130500,0.7623633742332458
1730223618.551596,131000,0.7565882802009583
1730223630.464462,131500,0.7495841979980469
1730223646.9594722,132000,0.7729649543762207
1730223658.9238691,132500,0.7784873843193054
1730223675.3303285,133000,0.7700183391571045
1730223687.2498024,133500,0.7372395396232605
1730223703.8758523,134000,0.7695707082748413
1730223715.8858635,134500,0.7710692882537842
1730223732.4565406,135000,0.7533509731292725
1730223744.3564265,135500,0.7601622343063354
1730223760.7909431,136000,0.7508814930915833
1730223772.7055502,136500,0.7728540301322937
1730223789.121977,137000,0.7648093104362488
1730223801.0889628,137500,0.7623278498649597
1730223817.5479991,138000,0.746955156326294
1730223829.5269022,138500,0.7626417279243469
1730223845.9407847,139000,0.7536845803260803
1730223857.9858472,139500,0.7477732300758362
1730223874.730965,140000,0.7693302035331726
1730223886.7011425,140500,0.7572479248046875
1730223903.2154903,141000,0.7756525874137878
1730223915.1208787,141500,0.7583548426628113
1730223931.5309088,142000,0.7689090371131897
1730223943.4610047,142500,0.7622841000556946
1730223959.918634,143000,0.7582091689109802
1730223971.8352609,143500,0.7586872577667236
1730223988.3218637,144000,0.7526691555976868
1730224000.20457,144500,0.773781955242157
1730224016.6328197,145000,0.7677590847015381
1730224028.5949244,145500,0.7560928463935852
1730224045.2482975,146000,0.7591120004653931
1730224057.1867836,146500,0.7435131072998047
1730224073.6821287,147000,0.7411190867424011
1730224085.589226,147500,0.7513280510902405
1730224102.0487597,148000,0.7570762038230896
1730224113.9556165,148500,0.7502762079238892
1730224130.4059453,149000,0.7547110915184021
1730224142.3481798,149500,0.7599511742591858
1730224158.8183203,150000,0.7638087868690491
1730224170.7593133,150500,0.7359079718589783
1730224187.221528,151000,0.7508957982063293
1730224199.3543334,151500,0.7534459829330444
1730224215.7961206,152000,0.7616704106330872
1730224227.7762804,152500,0.7666085362434387
1730224244.2938013,153000,0.7449902296066284
1730224256.2683964,153500,0.7655787467956543
1730224272.8279858,154000,0.7759525179862976
1730224284.8236928,154500,0.7576211094856262
1730224301.3917131,155000,0.7780380845069885
1730224313.4110296,155500,0.7564682364463806
1730224329.931199,156000,0.7628146409988403
1730224341.9973414,156500,0.7559628486633301
1730224358.7117279,157000,0.7605458498001099
1730224370.7402594,157500,0.751331627368927
1730224387.2175896,158000,0.7617989182472229
1730224399.1919005,158500,0.7533840537071228
1730224415.8069751,159000,0.7617916464805603
1730224427.870328,159500,0.7631486058235168
1730224444.3176816,160000,0.7625759840011597
