Wall time,Step,Value
1730227210.5809436,2048,0.6479257345199585
1730227269.1149275,4096,0.6507238149642944
1730227328.0892959,6144,0.6579862833023071
1730227386.0999784,8192,0.6674686670303345
1730227443.8582184,10240,0.6975830793380737
1730227500.1804595,12288,0.6777786612510681
1730227556.1127055,14336,0.6934640407562256
1730227612.1997743,16384,0.6872888803482056
1730227668.1396453,18432,0.6866809129714966
1730227724.2836697,20480,0.7162895202636719
1730227780.265596,22528,0.7076891660690308
1730227836.27153,24576,0.7069183588027954
1730227892.391574,26624,0.7052851319313049
1730227948.3750625,28672,0.7221024036407471
1730228006.21304,30720,0.7233325839042664
1730228066.1168308,32768,0.7436456680297852
1730228125.3953106,34816,0.745965838432312
1730228183.3767557,36864,0.7388251423835754
1730228242.9420853,38912,0.7375672459602356
1730228301.83169,40960,0.7439689636230469
1730228366.5500174,43008,0.7383325099945068
1730228425.72614,45056,0.749239981174469
1730228483.6356807,47104,0.7446841597557068
1730228542.066196,49152,0.7693256139755249
1730228600.6695411,51200,0.7496271133422852
1730228659.1934402,53248,0.7488839626312256
1730228718.036456,55296,0.7630646228790283
1730228776.8370335,57344,0.7570573091506958
1730228835.9793177,59392,0.7569548487663269
1730228894.660219,61440,0.7707934975624084
1730228951.5369906,63488,0.7629334926605225
1730229011.7529714,65536,0.7654261589050293
1730229069.2094805,67584,0.7668061852455139
1730229127.746457,69632,0.7737644910812378
1730229185.9334922,71680,0.7784090638160706
1730229244.642405,73728,0.7680904269218445
1730229304.178273,75776,0.7698596715927124
1730229363.8064384,77824,0.7651979923248291
1730229421.7484305,79872,0.7503180503845215
1730229479.3017092,81920,0.7693661451339722
1730229537.5165536,83968,0.7740923762321472
1730229600.85836,86016,0.7784708142280579
1730229658.6361299,88064,0.7686449885368347
1730229716.1119127,90112,0.7660866379737854
1730229772.0682578,92160,0.7660541534423828
1730229830.7134104,94208,0.7750649452209473
1730229889.922827,96256,0.7831273078918457
1730229947.9994001,98304,0.7688535451889038
1730230005.511475,100352,0.7761608958244324
1730230063.3235598,102400,0.7624955773353577
1730230120.3275988,104448,0.7801953554153442
1730230177.6697638,106496,0.7577911615371704
1730230236.4523466,108544,0.779313862323761
1730230294.9013612,110592,0.7762446999549866
1730230352.3575099,112640,0.7679253816604614
1730230412.1866186,114688,0.7868809103965759
1730230472.3878617,116736,0.7983757853507996
1730230532.7240498,118784,0.7851822972297668
1730230592.687085,120832,0.7963484525680542
1730230652.9633896,122880,0.7741686105728149
1730230711.6451008,124928,0.7702548503875732
1730230770.977582,126976,0.7762631773948669
1730230834.6769674,129024,0.7681996822357178
1730230894.1372569,131072,0.7736846804618835
1730230954.0422144,133120,0.7770038843154907
1730231013.4904103,135168,0.776382565498352
1730231073.088986,137216,0.7755563855171204
1730231133.13296,139264,0.7702047228813171
1730231191.6921556,141312,0.7891249060630798
1730231250.0533504,143360,0.7845771312713623
1730231308.201639,145408,0.7838408946990967
1730231366.3452933,147456,0.7807854413986206
1730231428.6982481,149504,0.7873578071594238
1730231486.955559,151552,0.793994665145874
1730231545.6843252,153600,0.7793828248977661
1730231604.4962647,155648,0.7789093852043152
1730231663.3461936,157696,0.769928514957428
1730231722.1203127,159744,0.7890135645866394
1730231780.7326763,161792,0.7751199007034302
1730231839.5815923,163840,0.7829798460006714
1730231898.4353478,165888,0.77396160364151
1730231956.7578695,167936,0.7864726185798645
1730232015.2742293,169984,0.7801124453544617
1730232078.5195158,172032,0.7835080623626709
1730232137.2295878,174080,0.7900900840759277
1730232195.8622687,176128,0.7746926546096802
1730232254.8651812,178176,0.7794982194900513
1730232313.5852551,180224,0.7896420955657959
1730232372.1395059,182272,0.7932469844818115
1730232432.7968526,184320,0.7877655029296875
1730232492.1939442,186368,0.7793481349945068
1730232551.462721,188416,0.7824149131774902
1730232610.7942166,190464,0.7778329253196716
1730232673.0052905,192512,0.7782829403877258
1730232732.365419,194560,0.787896454334259
1730232790.873388,196608,0.7955451607704163
1730232850.2294166,198656,0.7802541851997375
1730232907.6151454,200704,0.7979134321212769
